symbol,data,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
AAV,Total Revenue,,13633868119.0,3828469000.0,17553287000.0,41241460000.0,
AAV,Operating Revenue,,13633868119.0,3828469000.0,17553287000.0,41241460000.0,
ABM,Tax Effect Of Unusual Items,,2205285.526277,0.0,0.0,0.0,
ABM,Tax Rate For Calcs,,0.258655,0.279071,0.254611,0.135941,
ABM,Normalized EBITDA,,49029915.0,66180337.0,90465121.0,-29578941.0,
ABM,Total Unusual Items,2133510.0,8525984.0,12484663.0,,,
ABM,Total Unusual Items Excluding Goodwill,2133510.0,8525984.0,12484663.0,,,
ABM,Net Income From Continuing Operation Net Minority Interest,,18616743.0,26796262.0,35886384.0,-76840521.0,
ABM,Reconciled Depreciation,,22603579.0,22118334.0,23622416.0,32531105.0,
ABM,Reconciled Cost Of Revenue,,1248460600.0,1596460403.0,2329075355.0,2085637333.0,
ABM,EBITDA,,57555899.0,66180337.0,90465121.0,-29578941.0,
ABM,EBIT,,34952320.0,44062003.0,66842705.0,-62110046.0,
ABM,Net Interest Income,,-11208555.0,-13286910.0,-19957164.0,-26816252.0,
ABM,Interest Expense,,11881118.0,13286910.0,19957164.0,26816252.0,
ABM,Interest Income,103373.0,672563.0,120183.0,,,
ABM,Normalized Income,,12296044.526277,26796262.0,35886384.0,-76840521.0,
ABM,Net Income From Continuing And Discontinued Operation,,18616743.0,26796262.0,35886384.0,-76840521.0,
ABM,Total Expenses,,1528897298.0,1884038879.0,2648817293.0,2446338571.0,
ABM,Rent Expense Supplemental,6583407.0,2026535.0,1811188.0,,,
ABM,Total Operating Income As Reported,1003747.0,30344563.0,44062003.0,66842705.0,,
ABM,Diluted Average Shares,,319306574.0,322580645.0,319283047.0,400006155.0,
ABM,Basic Average Shares,,319306574.0,322580645.0,306849315.0,400006155.0,
ABM,Diluted EPS,,0.056372,0.0837,0.11,-0.19,
ABM,Basic EPS,,0.056372,0.0837,0.11,-0.19,
ABM,Diluted NI Availto Com Stockholders,,18616743.0,26796262.0,35886384.0,-76840521.0,
ABM,Net Income Common Stockholders,,18616743.0,26796262.0,35886384.0,-76840521.0,
ABM,Net Income,,18616743.0,26796262.0,35886384.0,-76840521.0,
ABM,Minority Interests,,1513015.0,4609616.0,938437.0,-2942.0,
ABM,Net Income Including Noncontrolling Interests,,17103728.0,22186646.0,34947947.0,-76837579.0,
ABM,Net Income Continuous Operations,,17103728.0,22186646.0,34947947.0,-76837579.0,
ABM,Tax Provision,,5967474.0,8588447.0,11937594.0,-12088719.0,
ABM,Pretax Income,,23071202.0,30775093.0,46885541.0,-88926298.0,
ABM,Other Income Expense,,14805672.0,20278262.0,11355166.0,6963165.0,
ABM,Other Non Operating Income Expenses,,6279688.0,20278262.0,11385969.0,6071094.0,
ABM,Special Income Charges,0.0,3140693.0,4739543.0,,,
ABM,Other Special Charges,,-3140693.0,,,,
ABM,Write Off,0.0,0.0,-4739543.0,,,
ABM,Earnings From Equity Interest,,,0.0,-30803.0,892071.0,
ABM,Gain On Sale Of Security,2133510.0,5385291.0,7745120.0,,,
ABM,Net Non Operating Interest Income Expense,,-11208555.0,-13286910.0,-19957164.0,-26816252.0,
ABM,Interest Expense Non Operating,,11881118.0,13286910.0,19957164.0,26816252.0,
ABM,Interest Income Non Operating,103373.0,672563.0,120183.0,,,
ABM,Operating Income,,19474085.0,23783741.0,55487539.0,-69073211.0,
ABM,Operating Expense,,261972113.0,287578476.0,319741938.0,360701238.0,
ABM,Other Operating Expenses,2895000.0,4108881.0,2585518.0,,,
ABM,Provision For Doubtful Accounts,12254196.0,-3935194.0,-3446183.0,,,
ABM,Depreciation Amortization Depletion Income Statement,2967039.0,4138994.0,3787365.0,,,
ABM,Depreciation And Amortization In Income Statement,2967039.0,4138994.0,3787365.0,,,
ABM,Selling General And Administration,,257659432.0,287578476.0,319741938.0,360701238.0,
ABM,Selling And Marketing Expense,,187419873.0,215253091.0,216446614.0,257899814.0,
ABM,General And Administrative Expense,,70239559.0,72325385.0,103295324.0,102801424.0,
ABM,Other Gand A,,19256471.0,72325385.0,103295324.0,102801424.0,
ABM,Rent And Landing Fees,6583407.0,2026535.0,1811188.0,,,
ABM,Salaries And Wages,53530249.0,48956553.0,50865321.0,,,
ABM,Gross Profit,,281446198.0,311362217.0,375229477.0,291628027.0,
ABM,Cost Of Revenue,,1266925185.0,1596460403.0,2329075355.0,2085637333.0,
ABM,Total Revenue,,1548371383.0,1907822620.0,2704304832.0,2377265360.0,
ABM,Operating Revenue,,1548371383.0,1907822620.0,2704304832.0,2377265360.0,
ACAP,Tax Effect Of Unusual Items,,1885797.6368,190254.4,96521698.8,25497058.87208,
ACAP,Tax Rate For Calcs,,0.0253,0.2,0.2,0.051806,
ACAP,Normalized EBITDA,,-487151677.0,-158423606.0,-1047588574.0,-600252675.0,
ACAP,Total Unusual Items,,74537456.0,951272.0,482608494.0,492168098.0,
ACAP,Total Unusual Items Excluding Goodwill,,74537456.0,951272.0,482608494.0,492168098.0,
ACAP,Net Income From Continuing Operation Net Minority Interest,,-358457921.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Reconciled Depreciation,,29632712.0,15902956.0,23297242.0,17353659.0,
ACAP,Reconciled Cost Of Revenue,,358786694.0,399855201.0,413338901.0,309762300.0,
ACAP,EBITDA,,-412614221.0,-157472334.0,-564980080.0,-108084577.0,
ACAP,EBIT,,-442246933.0,-173375290.0,-588277322.0,-125438236.0,
ACAP,Net Interest Income,-236561.0,-1064947.0,,,,
ACAP,Normalized Income,,-431109579.3632,-227013801.6,-483513101.2,-110631143.12792,
ACAP,Net Income From Continuing And Discontinued Operation,,-355322491.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Total Expenses,,475975275.0,195978852.0,588279645.0,308726152.0,
ACAP,Rent Expense Supplemental,,83312.0,11176366.0,205231.0,169679.0,
ACAP,Total Operating Income As Reported,,-331626044.0,-440680305.0,,,
ACAP,Diluted Average Shares,,316404711.0,316437460.0,316319175.0,406438237.0,
ACAP,Basic Average Shares,,316404711.0,316437460.0,316319175.0,406438237.0,
ACAP,Diluted EPS,,-1.123,-0.715,-0.308,0.876,
ACAP,Basic EPS,,-1.123,-0.715,-0.308,0.876,
ACAP,Diluted NI Availto Com Stockholders,,-355322491.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Net Income Common Stockholders,,-355322491.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Net Income,,-355322491.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Minority Interests,-3324097.0,-1128755.0,0.0,,,
ACAP,Net Income Including Noncontrolling Interests,,-354193736.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Net Income Discontinuous Operations,12301694.0,3135430.0,0.0,,,
ACAP,Net Income Continuous Operations,,-357329166.0,-226252784.0,-97426306.0,356039896.0,
ACAP,Tax Provision,,-9289302.0,56287860.0,79.0,19452611.0,
ACAP,Pretax Income,,-366618468.0,-169964924.0,-97426227.0,375492507.0,
ACAP,Other Income Expense,,75628465.0,3410366.0,490851095.0,500930743.0,
ACAP,Other Non Operating Income Expenses,,1091009.0,2459094.0,8242601.0,8762645.0,
ACAP,Special Income Charges,,73302038.0,0.0,0.0,4145252.0,
ACAP,Gain On Sale Of Business,0.0,73302038.0,0.0,,,
ACAP,Other Special Charges,,,,,-42278425.0,
ACAP,Write Off,,0.0,0.0,0.0,38133173.0,
ACAP,Gain On Sale Of Security,,1235418.0,951272.0,482608494.0,488022846.0,
ACAP,Net Non Operating Interest Income Expense,-236561.0,-1064947.0,,,,
ACAP,Total Other Finance Cost,236561.0,1064947.0,,,,
ACAP,Operating Income,,-442246933.0,-173375290.0,-588277322.0,-125438236.0,
ACAP,Operating Expense,,117188581.0,-203876349.0,174940744.0,-1036148.0,
ACAP,Provision For Doubtful Accounts,,33927477.0,-271333533.0,-1195279.0,-98271033.0,
ACAP,Selling General And Administration,,83261104.0,67457184.0,176136023.0,97234885.0,
ACAP,General And Administrative Expense,,83261104.0,67457184.0,176136023.0,97234885.0,
ACAP,Other Gand A,,83261104.0,67457184.0,176136023.0,97234885.0,
ACAP,Gross Profit,,-325058352.0,-377251639.0,-413336578.0,-126474384.0,
ACAP,Cost Of Revenue,,358786694.0,399855201.0,413338901.0,309762300.0,
ACAP,Total Revenue,,33728342.0,22603562.0,2323.0,183287916.0,
ACAP,Operating Revenue,,33728342.0,22603562.0,2323.0,183287916.0,
ACC,Tax Effect Of Unusual Items,,-2922036.8,0.0,947434.587866,310400.0,
ACC,Tax Rate For Calcs,,0.2,0.2,0.003839,0.2,
ACC,Normalized EBITDA,,50027777.0,-6014000.0,-66620000.0,-61808000.0,
ACC,Total Unusual Items,,-14610184.0,0.0,246778000.0,1552000.0,
ACC,Total Unusual Items Excluding Goodwill,,-14610184.0,0.0,246778000.0,1552000.0,
ACC,Net Income From Continuing Operation Net Minority Interest,,-39073071.0,-68640000.0,161805000.0,-71470000.0,
ACC,Reconciled Depreciation,,46668382.0,47887000.0,21124000.0,17376000.0,
ACC,Reconciled Cost Of Revenue,,51746049.0,19676000.0,38576000.0,120914000.0,
ACC,EBITDA,,35417593.0,-6014000.0,180158000.0,-60256000.0,
ACC,EBIT,,-11250789.0,-53901000.0,159034000.0,-77632000.0,
ACC,Net Interest Income,,-19378446.0,-15477000.0,-3594000.0,-615000.0,
ACC,Interest Expense,,19606181.0,15633000.0,4315000.0,1718000.0,
ACC,Interest Income,,227735.0,156000.0,721000.0,1103000.0,
ACC,Normalized Income,,-27384923.8,-68640000.0,-84025565.412134,-72711600.0,
ACC,Net Income From Continuing And Discontinued Operation,,-66924823.0,-76235000.0,169517000.0,-71470000.0,
ACC,Total Expenses,,134332453.0,81969000.0,126856000.0,224764000.0,
ACC,Total Operating Income As Reported,,3677135.0,-55142000.0,-85019000.0,-76639000.0,
ACC,Diluted Average Shares,,1343055623.0,1343056000.0,1343056000.0,1343056000.0,
ACC,Basic Average Shares,,1343055623.0,1343056000.0,1343056000.0,1343056000.0,
ACC,Diluted EPS,,-0.05,-0.06,0.13,-0.05,
ACC,Basic EPS,,-0.05,-0.06,0.13,-0.05,
ACC,Diluted NI Availto Com Stockholders,,-66924823.0,-76235000.0,169517000.0,-71470000.0,
ACC,Net Income Common Stockholders,,-66924823.0,-76235000.0,169517000.0,-71470000.0,
ACC,Net Income,,-66924823.0,-76235000.0,169517000.0,-71470000.0,
ACC,Minority Interests,,1139602.0,1994000.0,7680000.0,10294000.0,
ACC,Net Income Including Noncontrolling Interests,,-68064425.0,-78228000.0,161837000.0,-81764000.0,
ACC,Net Income Discontinuous Operations,,-27851752.0,-7595000.0,7712000.0,0.0,
ACC,Net Income Continuous Operations,,-40212673.0,-70633000.0,154125000.0,-81764000.0,
ACC,Tax Provision,,9355703.0,1099000.0,594000.0,2414000.0,
ACC,Pretax Income,,-30856970.0,-69534000.0,154719000.0,-79350000.0,
ACC,Other Income Expense,,-11161271.0,1085000.0,245533000.0,2597000.0,
ACC,Other Non Operating Income Expenses,67477552.0,4495054.0,3435583.0,3039000.0,,
ACC,Special Income Charges,,-14610184.0,0.0,246778000.0,1552000.0,
ACC,Gain On Sale Of Ppe,9646311.0,,,,,
ACC,Gain On Sale Of Business,,,0.0,246778000.0,1552000.0,
ACC,Write Off,,14610184.0,0.0,0.0,0.0,
ACC,Earnings From Equity Interest,,-1046141.0,1085000.0,-1245000.0,1045000.0,
ACC,Gain On Sale Of Security,,,,246778000.0,,
ACC,Net Non Operating Interest Income Expense,,-19378446.0,-15477000.0,-3594000.0,-615000.0,
ACC,Total Other Finance Cost,7753453.0,,,,,
ACC,Interest Expense Non Operating,,19606181.0,15633000.0,4315000.0,1718000.0,
ACC,Interest Income Non Operating,,227735.0,156000.0,721000.0,1103000.0,
ACC,Operating Income,,-317253.0,-55142000.0,-87220000.0,-81332000.0,
ACC,Operating Expense,,82586404.0,62293000.0,88280000.0,103850000.0,
ACC,Other Operating Expenses,,,,-3039000.0,-7834000.0,
ACC,Provision For Doubtful Accounts,,,,2201000.0,4693000.0,
ACC,Selling General And Administration,,82586404.0,62293000.0,89118000.0,106991000.0,
ACC,Selling And Marketing Expense,,6039919.0,4042000.0,-137000.0,735000.0,
ACC,General And Administrative Expense,,76546485.0,58251000.0,89255000.0,106256000.0,
ACC,Other Gand A,,76546485.0,58251000.0,89255000.0,106256000.0,
ACC,Gross Profit,,82269151.0,7151000.0,1060000.0,22518000.0,
ACC,Cost Of Revenue,,51746049.0,19676000.0,38576000.0,120914000.0,
ACC,Total Revenue,,134015200.0,26827000.0,39636000.0,143432000.0,
ACC,Operating Revenue,,134015200.0,26827000.0,39636000.0,143432000.0,
ACE,Tax Effect Of Unusual Items,,4979430.673243,10755478.72,3763443.748,-1917200.395,
ACE,Tax Rate For Calcs,,0.027483,0.064,0.068,0.055,
ACE,Normalized EBITDA,,2005294318.0,2234612796.0,2165341966.0,2104690616.0,
ACE,Total Unusual Items,,181180464.0,168054355.0,55344761.0,-34858189.0,
ACE,Total Unusual Items Excluding Goodwill,,181180464.0,168054355.0,55344761.0,-34858189.0,
ACE,Net Income From Continuing Operation Net Minority Interest,,1507640732.0,1505680618.0,1281979746.0,1072511099.0,
ACE,Reconciled Depreciation,,541390434.0,667204810.0,729545880.0,758916647.0,
ACE,Reconciled Cost Of Revenue,,4066812246.0,3807969251.0,5044330280.0,4800411041.0,
ACE,EBITDA,,2186474782.0,2402667151.0,2220686727.0,2069832427.0,
ACE,EBIT,,1645084348.0,1735462341.0,1491140847.0,1310915780.0,
ACE,Net Interest Income,,-104789149.0,-139712151.0,-129986664.0,-190236924.0,
ACE,Interest Expense,,94837779.0,127527579.0,116945983.0,177902077.0,
ACE,Interest Income,,1530609.0,1661311.0,2105813.0,4297721.0,
ACE,Normalized Income,,1331439698.673243,1348381741.72,1230398428.748,1105452087.605,
ACE,Net Income From Continuing And Discontinued Operation,,1507640732.0,1505680618.0,1281979746.0,1072511099.0,
ACE,Total Expenses,,4388283424.0,4158318883.0,5482490482.0,5245202151.0,
ACE,Rent Expense Supplemental,47701559.0,,,64688147.0,71222674.0,
ACE,Diluted Average Shares,,10175999960.0,10175999960.0,10168631105.0,10075634360.0,
ACE,Basic Average Shares,,10175999960.0,10175999960.0,10168631105.0,10075634360.0,
ACE,Diluted EPS,,0.15,0.15,0.13,0.11,
ACE,Basic EPS,,0.15,0.15,0.13,0.11,
ACE,Diluted NI Availto Com Stockholders,,1507640732.0,1505680618.0,1281979746.0,1072511099.0,
ACE,Net Income Common Stockholders,,1507640732.0,1505680618.0,1281979746.0,1072511099.0,
ACE,Net Income,,1507640732.0,1505680618.0,1281979746.0,1072511099.0,
ACE,Minority Interests,,0.0,262974.0,548992.0,299121.0,
ACE,Net Income Including Noncontrolling Interests,,1507640732.0,1505417644.0,1281430754.0,1072211978.0,
ACE,Net Income Continuous Operations,,1507640732.0,1505417644.0,1281430754.0,1072211978.0,
ACE,Tax Provision,,42605837.0,102517118.0,92764110.0,60801725.0,
ACE,Pretax Income,,1550246569.0,1607934762.0,1374194864.0,1133013703.0,
ACE,Other Income Expense,,185175846.0,179044999.0,69658205.0,-14253230.0,
ACE,Other Non Operating Income Expenses,,3995382.0,10990644.0,14313444.0,20604959.0,
ACE,Special Income Charges,,174206849.0,0.0,132269.0,0.0,
ACE,Gain On Sale Of Ppe,,81237.0,0.0,132269.0,0.0,
ACE,Other Special Charges,-23949976.0,-171947538.0,,,,
ACE,Restructuring And Mergern Acquisition,0.0,-2178074.0,0.0,,,
ACE,Gain On Sale Of Security,,6973615.0,168054355.0,55212492.0,-34858189.0,
ACE,Net Non Operating Interest Income Expense,,-104789149.0,-139712151.0,-129986664.0,-190236924.0,
ACE,Total Other Finance Cost,,11481979.0,13845883.0,15146494.0,16632568.0,
ACE,Interest Expense Non Operating,,94837779.0,127527579.0,116945983.0,177902077.0,
ACE,Interest Income Non Operating,,1530609.0,1661311.0,2105813.0,4297721.0,
ACE,Operating Income,,1469859872.0,1568601914.0,1434523323.0,1337503857.0,
ACE,Operating Expense,,321471178.0,350349632.0,438160202.0,444791110.0,
ACE,Other Operating Expenses,-153949.0,-783612.0,,,,
ACE,Selling General And Administration,,322254790.0,350349632.0,438160202.0,444791110.0,
ACE,General And Administrative Expense,,322254790.0,350349632.0,438160202.0,444791110.0,
ACE,Other Gand A,,322254790.0,350349632.0,438160202.0,444791110.0,
ACE,Gross Profit,,1791331050.0,1918951546.0,1872683525.0,1782294967.0,
ACE,Cost Of Revenue,,4066812246.0,3807969251.0,5044330280.0,4800411041.0,
ACE,Total Revenue,,5858143296.0,5726920797.0,6917013805.0,6582706008.0,
ACE,Operating Revenue,,5729520749.0,5594937789.0,6793393105.0,6471914943.0,
ACG,Tax Effect Of Unusual Items,,0.0,0.0,0.0,0.0,
ACG,Tax Rate For Calcs,,0.221,0.279,0.2,0.2,
ACG,Normalized EBITDA,,113490982.0,97007582.0,100056675.0,112762692.0,
ACG,Net Income From Continuing Operation Net Minority Interest,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Reconciled Depreciation,,42596991.0,40636509.0,51331708.0,56703916.0,
ACG,Reconciled Cost Of Revenue,,1822156803.0,1495415302.0,1534621986.0,1544337476.0,
ACG,EBITDA,,113490982.0,97007582.0,100056675.0,112762692.0,
ACG,EBIT,,70893991.0,56371073.0,48724967.0,56058776.0,
ACG,Net Interest Income,,-25787261.0,-17254743.0,-17725561.0,-20637129.0,
ACG,Interest Expense,,25787261.0,17254743.0,17725561.0,20637129.0,
ACG,Normalized Income,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Net Income From Continuing And Discontinued Operation,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Total Expenses,,1987487595.0,1656654790.0,1729186496.0,1753240749.0,
ACG,Rent Expense Supplemental,7962000.0,,,,,
ACG,Total Operating Income As Reported,,70893991.0,56371073.0,48724967.0,56058776.0,
ACG,Diluted Average Shares,,600000000.0,600000000.0,600000000.0,600000000.0,
ACG,Basic Average Shares,,600000000.0,600000000.0,600000000.0,600000000.0,
ACG,Diluted EPS,,0.06,0.05,0.03,0.03,
ACG,Basic EPS,,0.06,0.05,0.03,0.03,
ACG,Diluted NI Availto Com Stockholders,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Net Income Common Stockholders,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Net Income,,34826278.0,27960051.0,15805992.0,17302536.0,
ACG,Minority Interests,,-341770.0,-261524.0,263859.0,-54432.0,
ACG,Net Income Including Noncontrolling Interests,,35168048.0,28221575.0,15542133.0,17356968.0,
ACG,Net Income Continuous Operations,,35168048.0,28221575.0,15542133.0,17356968.0,
ACG,Tax Provision,,9938682.0,10894755.0,15457273.0,18064679.0,
ACG,Pretax Income,,45106730.0,39116330.0,30999406.0,35421647.0,
ACG,Other Income Expense,18353265.0,,,,,
ACG,Other Non Operating Income Expenses,18353265.0,,,,,
ACG,Net Non Operating Interest Income Expense,,-25787261.0,-17254743.0,-17725561.0,-20637129.0,
ACG,Interest Expense Non Operating,,25787261.0,17254743.0,17725561.0,20637129.0,
ACG,Operating Income,,70893991.0,56371073.0,48724967.0,56058776.0,
ACG,Operating Expense,,165330792.0,161239488.0,194564510.0,208903273.0,
ACG,Other Operating Expenses,,-17144531.0,-14917279.0,-16094004.0,-11215350.0,
ACG,Selling General And Administration,,182475323.0,176156767.0,210658514.0,220118623.0,
ACG,Selling And Marketing Expense,,56520825.0,53356079.0,57512820.0,58361537.0,
ACG,General And Administrative Expense,,125954498.0,122800688.0,153145694.0,161757086.0,
ACG,Other Gand A,,125954498.0,122800688.0,153145694.0,161757086.0,
ACG,Gross Profit,,236224783.0,217610561.0,243289477.0,264962049.0,
ACG,Cost Of Revenue,,1822156803.0,1495415302.0,1534621986.0,1544337476.0,
ACG,Total Revenue,,2058381586.0,1713025863.0,1777911463.0,1809299525.0,
ACG,Operating Revenue,,1997465542.0,1663534815.0,1728513025.0,1769014132.0,
ADB,Tax Effect Of Unusual Items,,253.172003,2459714.67,-491596.48,2059.6,
ADB,Tax Rate For Calcs,,0.187674,0.21,0.16,0.04,
ADB,Normalized EBITDA,,144614340.0,142772552.0,63968800.0,30676581.0,
ADB,Total Unusual Items,,1349.0,11712927.0,-3072478.0,51490.0,
ADB,Total Unusual Items Excluding Goodwill,,1349.0,11712927.0,-3072478.0,51490.0,
ADB,Net Income From Continuing Operation Net Minority Interest,,69660733.0,75683566.0,-6934289.0,-46706401.0,
ADB,Reconciled Depreciation,,48439202.0,51738182.0,53195212.0,57013607.0,
ADB,Reconciled Cost Of Revenue,,1059055798.0,1357125818.0,1905886788.0,1414461393.0,
ADB,EBITDA,,144615689.0,154485479.0,60896322.0,30728071.0,
ADB,EBIT,,96176487.0,102747297.0,7701110.0,-26285536.0,
ADB,Net Interest Income,,-10421853.0,-7392945.0,-13665164.0,-18686355.0,
ADB,Interest Expense,,10421853.0,7392945.0,13665164.0,18686355.0,
ADB,Normalized Income,,69659637.172003,66430353.67,-4353407.48,-46755831.4,
ADB,Net Income From Continuing And Discontinued Operation,,69660733.0,75683566.0,-6934289.0,-46706401.0,
ADB,Total Expenses,,1273107098.0,1586960803.0,2143925095.0,1649854790.0,
ADB,Total Operating Income As Reported,,96176487.0,102747297.0,7701110.0,-26285536.0,
